着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id
15,2,3,スノームーン,牝4,53.0,菅原明良,1:57.6,10,8.9,5.0,468(+10),[東] 萩原清,202206020310
16,7,13,デッドアヘッド,セ6,55.0,大野拓弥,1:58.5,5,15.3,6.0,470(-6),[東] 牧光二,202206020310
1,4,7,ジャンダルム,牡7,56.0,荻野極,1:07.9,,5.4,2.0,510(-4),[西] 池江泰寿,202206020311
2,6,10,ナランフレグ,牡6,56.0,丸田恭介,1:08.0,3/4,8.2,4.0,498(+4),[東] 宗像義忠,202206020311
3,8,14,ビアンフェ,セ5,56.0,藤岡佑介,1:08.0,アタマ,9.1,5.0,556(-6),[西] 中竹和也,202206020311
4,3,5,ダディーズビビッド,牡4,56.0,浜中俊,1:08.1,クビ,16.5,8.0,508(-2),[西] 千田輝彦,202206020311
5,5,9,デトロイトテソーロ,牝5,54.0,菅原明良,1:08.2,3/4,32.2,10.0,470(0),[東] 高木登,202206020311
6,5,8,キルロード,セ7,56.0,内田博幸,1:08.3,クビ,21.5,9.0,506(+2),[東] 田村康仁,202206020311
7,1,1,マリアズハート,牝6,54.0,大野拓弥,1:08.3,アタマ,14.0,6.0,502(-2),[東] 菊沢隆徳,202206020311
8,3,4,ダイメイフジ,牡8,56.0,田辺裕信,1:08.5,1.1/4,118.8,12.0,528(-8),[西] 森田直行,202206020311
9,2,3,ファストフォース,牡6,56.0,鮫島克駿,1:08.5,ハナ,6.1,3.0,518(-12),[西] 西村真幸,202206020311
10,2,2,スマートクラージュ,牡5,56.0,戸崎圭太,1:08.5,クビ,2.8,1.0,472(-2),[西] 池江泰寿,202206020311
11,4,6,ボンボヤージ,牝5,54.0,吉田豊,1:08.6,クビ,139.2,13.0,444(-6),[西] 梅田智之,202206020311
12,7,13,サヴォワールエメ,牝6,54.0,石川裕紀,1:08.6,クビ,204.9,15.0,458(-8),[西] 辻野泰之,202206020311
13,8,15,ロードベイリーフ,牡5,56.0,亀田温心,1:08.8,1.1/4,161.6,14.0,482(-16),[西] 森田直行,202206020311
14,6,11,マイネルジェロディ,牡4,56.0,柴田大知,1:09.0,1,14.6,7.0,470(0),[西] 西園正都,202206020311
15,7,12,ビオグラフィー,牝5,54.0,斎藤新,1:09.1,1/2,52.6,11.0,480(-8),[西] 藤岡健一,202206020311
1,8,14,トラモント,セ5,57.0,菅原明良,1:54.1,,1.6,1.0,508(-8),[東] 新開幸一,202206020312
2,4,5,アラゴナイト,牝4,55.0,田辺裕信,1:54.7,3.1/2,4.4,2.0,456(-4),[東] 加藤和宏,202206020312
3,4,6,ウインジョイフル,牡5,57.0,内田博幸,1:55.2,2.1/2,16.5,5.0,502(-6),[東] 鈴木慎太,202206020312
4,5,7,フリーフロー,牡5,57.0,丸田恭介,1:55.4,1.1/4,52.2,8.0,478(0),[東] 宗像義忠,202206020312
5,7,12,デルマラピスラズリ,牡5,57.0,菊沢一樹,1:55.4,アタマ,24.2,7.0,526(+6),[東] 小野次郎,202206020312
6,6,10,ウインレゼルヴ,牡5,57.0,丹内祐次,1:55.9,3,110.3,13.0,498(-9),[東] 奥平雅士,202206020312
7,8,13,シーシーサザン,牝5,52.0,小林脩斗,1:56.0,1/2,69.2,11.0,460(+4),[東] 武井亮,202206020312
8,3,3,ティケイプルメリア,牝5,55.0,伊藤工真,1:56.1,クビ,11.6,3.0,468(+6),[東] 林徹,202206020312
9,1,1,ペイシャクェーサー,牝4,54.0,秋山稔樹,1:56.2,3/4,56.3,9.0,474(-2),[東] 蛯名利弘,202206020312
10,6,9,アキノスマート,牡5,57.0,松岡正海,1:56.5,1.3/4,14.2,4.0,500(+10),[東] 田中剛,202206020312
11,3,4,アルヴェント,牝5,55.0,勝浦正樹,1:56.6,クビ,59.0,10.0,496(+2),[東] 伊坂重信,202206020312
12,7,11,ブリッツェンシチー,セ6,57.0,北村宏司,1:56.6,ハナ,115.4,14.0,520(-8),[東] 古賀慎明,202206020312
13,2,2,プントファイヤー,牡5,54.0,横山琉人,1:56.8,1.1/4,76.9,12.0,530(+2),[東] 大和田成,202206020312
14,5,8,ピースマッチング,セ4,57.0,斎藤新,1:58.0,7,21.2,6.0,470(0),[東] 斎藤誠,202206020312
1,4,8,ミッキーストロング,牡3,55.0,秋山稔樹,1:58.2,,16.5,4.0,530(0),[東] 大竹正博,202206020401
2,4,7,ブランショセット,牡3,56.0,大野拓弥,1:58.4,1.1/2,12.4,3.0,498(0),[東] 中川公成,202206020401
3,6,12,サパテアール,牡3,56.0,柴田大知,1:58.5,1/2,1.5,1.0,516(+4),[東] 畠山吉宏,202206020401
4,3,6,ゼファラス,牡3,56.0,Ｍ．デム,1:58.5,ハナ,32.3,7.0,476(+2),[東] 手塚貴久,202206020401
5,7,14,タイセイマイスター,牡3,56.0,内田博幸,1:58.6,1/2,49.0,8.0,504(0),[東] 青木孝文,202206020401
6,8,15,ジョブックフィオリ,牝3,51.0,原優介,1:59.1,3,99.2,10.0,438(0),[東] 小桧山悟,202206020401
7,7,13,スノーホルンロード,牡3,56.0,田辺裕信,1:59.6,3,3.3,2.0,494(0),[東] 国枝栄,202206020401
8,5,9,ナンベイコー,牝3,51.0,土田真翔,2:00.1,3,29.4,6.0,428(+4),[東] 尾形和幸,202206020401
9,8,16,ピースワンドルチェ,牡3,56.0,菅原隆一,2:00.6,3,108.6,11.0,478(+4),[東] 小野次郎,202206020401
10,5,10,ブレスク,牡3,56.0,菅原明良,2:01.0,2,28.8,5.0,522(+10),[東] 国枝栄,202206020401
11,3,5,パンケーキ,牝3,54.0,水口優也,2:01.3,1.3/4,262.3,13.0,424(-2),[東] 大江原哲,202206020401
12,6,11,ライクアパール,牝3,54.0,勝浦正樹,2:02.0,4,353.2,16.0,460(0),[東] 蛯名利弘,202206020401
13,2,3,ピットリミッツ,牡3,56.0,丹内祐次,2:02.7,4,158.1,12.0,502(0),[東] 金成貴史,202206020401
14,1,1,リンガスパイロ,牡3,56.0,石川裕紀,2:03.0,2,73.7,9.0,518(0),[東] 稲垣幸雄,202206020401
15,1,2,グランドメノウ,牡3,56.0,伊藤工真,2:06.7,大,340.2,15.0,492(0),[東] 清水英克,202206020401
中,2,4,エターナルパール,牝3,54.0,木幡育也,,,312.9,14.0,484(0),[東] 宗像義忠,202206020401
1,7,14,イグザルト,牡3,56.0,丸山元気,1:13.2,,2.0,1.0,492(-8),[東] 田中剛,202206020402
2,2,4,スターオブフェイス,牡3,56.0,Ｍ．デム,1:13.8,3.1/2,26.3,6.0,434(-10),[東] 土田稔,202206020402
3,1,2,ゲキザル,牡3,56.0,内田博幸,1:13.9,1/2,4.2,3.0,458(-4),[東] 青木孝文,202206020402
4,8,16,トキメキナイト,牡3,53.0,横山琉人,1:14.3,2.1/2,4.1,2.0,470(+4),[東] 武藤善則,202206020402
5,2,3,マリノプロヴァンス,牝3,51.0,小林脩斗,1:14.4,1/2,144.3,9.0,444(0),[東] 水野貴広,202206020402
6,1,1,メイクザウインド,牝3,52.0,山田敬士,1:14.5,1/2,497.7,15.0,490(-16),[東] 小桧山悟,202206020402
7,6,11,ムーンワード,牝3,54.0,大野拓弥,1:14.5,ハナ,8.2,4.0,488(-2),[東] 杉浦宏昭,202206020402
8,3,6,クインズハッピー,牝3,54.0,石川裕紀,1:14.6,1/2,15.0,5.0,450(-2),[東] 和田正一,202206020402
9,4,7,ステップ,牝3,54.0,武士沢友,1:14.9,1.3/4,120.1,8.0,444(0),[東] 菊沢隆徳,202206020402
10,5,9,キネンビ,牝3,51.0,小林凌大,1:15.0,3/4,454.2,14.0,458(-4),[東] 勢司和浩,202206020402
11,7,13,マロンブリンク,牝3,54.0,水口優也,1:15.6,3.1/2,421.2,13.0,416(-4),[東] 佐藤吉勝,202206020402
12,6,12,マリノニジェール,牝3,54.0,柴田大知,1:15.6,クビ,83.7,7.0,416(-18),[東] 牧光二,202206020402
13,8,15,ベルヴュードライヴ,牡3,53.0,水沼元輝,1:16.4,5,153.9,10.0,410(0),[東] 加藤士津,202206020402
14,4,8,ゲールズヒーロー,セ3,56.0,木幡育也,1:17.0,3.1/2,589.8,16.0,478(+18),[東] 大江原哲,202206020402
15,5,10,ハクサンポラリス,牡3,56.0,菊沢一樹,1:17.1,1/2,237.3,11.0,468(+18),[東] 浅野洋一,202206020402
16,3,5,ライヴガーネット,牝3,51.0,土田真翔,1:17.3,1.1/4,242.4,12.0,480(-6),[東] 尾形和幸,202206020402
1,8,15,クーシフォン,牝3,54.0,石橋脩,1:56.9,,37.1,8.0,444(-2),[東] 牧光二,202206020403
2,3,5,ミラキュラスライト,牡3,56.0,横山武史,1:57.0,クビ,2.1,1.0,488(+6),[東] 萩原清,202206020403
3,6,11,パーペチュイティ,牡3,56.0,内田博幸,1:57.2,1.1/4,69.7,12.0,588(-6),[東] 池上昌和,202206020403
4,4,8,パワーエンブレム,牡3,56.0,宮崎北斗,1:57.6,2.1/2,8.8,4.0,496(-6),[東] 中川公成,202206020403
5,4,7,サバンナキャット,牡3,56.0,三浦皇成,1:57.7,1,20.1,7.0,534(-6),[東] 武井亮,202206020403
6,7,14,ヴラディア,牡3,56.0,田辺裕信,1:58.1,2.1/2,62.7,11.0,480(-8),[東] 小西一男,202206020403
7,5,10,デライトアゲン,牡3,56.0,野中悠太,1:58.2,クビ,14.2,6.0,482(0),[東] 岩戸孝樹,202206020403
8,3,6,コパノカールトン,牡3,56.0,Ｍ．デム,1:58.4,1.1/4,4.2,2.0,532(+4),[東] 手塚貴久,202206020403
9,1,2,サトノゼノビア,牝3,54.0,北村宏司,1:58.4,クビ,13.6,5.0,484(-10),[東] 国枝栄,202206020403
10,8,16,ヤマタケコーチャン,牡3,56.0,岩部純二,1:58.4,ハナ,8.3,3.0,440(0),[東] 萱野浩二,202206020403
11,6,12,セイウンフィーバー,牡3,53.0,土田真翔,1:58.6,3/4,45.3,10.0,442(+4),[東] 尾形和幸,202206020403
12,2,4,ウィンターアゲイン,牡3,56.0,伊藤工真,1:59.3,4,255.4,14.0,456(-4),[東] 小笠倫弘,202206020403
13,7,13,グルメ,牡3,56.0,菅原明良,1:59.8,2.1/2,40.3,9.0,554(-14),[東] 新開幸一,202206020403
14,5,9,メイショウアラマサ,牡3,55.0,秋山稔樹,2:00.4,4,260.7,15.0,430(0),[東] 和田勇介,202206020403
15,2,3,ヴィルトブローム,牝3,51.0,西塚洸二,2:03.7,大,216.3,13.0,464(0),[東] 高橋文雅,202206020403
取,1,1,サトノタケル,牡3,56.0,松岡正海,,,---,,計不,[東] 田中剛,202206020403
1,4,7,イサチルプリンス,セ4,57.0,菅原明良,1:13.0,,11.1,6.0,490(0),[東] 竹内正洋,202206020404
2,3,5,ベストマジック,牡6,57.0,石川裕紀,1:13.1,1/2,6.9,5.0,512(-2),[東] 手塚貴久,202206020404
3,5,10,フレーズメーカー,牡4,54.0,西塚洸二,1:13.1,ハナ,29.6,8.0,502(+16),[東] 栗田徹,202206020404
4,8,16,コパノフレディー,牡4,57.0,大野拓弥,1:13.2,1/2,6.6,4.0,496(-4),[東] 上原博之,202206020404
5,6,11,ネオトゥルー,牡5,57.0,横山武史,1:13.2,アタマ,3.4,1.0,492(0),[東] 鈴木伸尋,202206020404
6,7,13,アイスマン,牡4,57.0,丸山元気,1:13.2,アタマ,265.4,12.0,474(-2),[東] 土田稔,202206020404
7,6,12,ファイティング,セ5,57.0,岩部純二,1:13.3,クビ,208.6,11.0,478(+6),[東] 石毛善彦,202206020404
8,4,8,マリーアミノル,牝4,52.0,小林脩斗,1:13.3,ハナ,3.6,2.0,410(-2),[東] 中舘英二,202206020404
9,3,6,ディベルティール,牡4,57.0,戸崎圭太,1:13.7,2,5.8,3.0,508(+2),[東] 田島俊明,202206020404
10,2,3,エスパダアスール,牝4,52.0,横山琉人,1:13.7,クビ,20.5,7.0,444(+16),[東] 武藤善則,202206020404
11,2,4,ダイイチターミナル,牡8,57.0,嶋田純次,1:13.8,クビ,337.0,14.0,484(+12),[東] 石毛善彦,202206020404
12,8,15,アイアンフラワー,牝4,55.0,丸田恭介,1:13.9,3/4,290.4,13.0,456(+4),[東] 南田美知,202206020404
13,1,2,レオスパンキー,牡4,57.0,柴田大知,1:14.6,4,46.9,9.0,512(-2),[東] 牧光二,202206020404
14,5,9,カード,牝4,55.0,江田照男,1:14.7,3/4,126.6,10.0,468(+10),[東] 清水英克,202206020404
15,1,1,スマートバーベナ,牝9,53.0,藤田菜七,1:17.0,大,358.2,15.0,416(-5),[東] 根本康広,202206020404
16,7,14,ユキノヴェルデ,牡6,56.0,秋山稔樹,1:17.4,2,528.0,16.0,518(-6),[東] 和田正一,202206020404
1,3,6,バトルボーン,牡3,56.0,横山武史,2:14.1,,1.9,1.0,492(+12),[東] 林徹,202206020405
2,4,7,マイネルメサイア,牡3,56.0,戸崎圭太,2:14.8,4,3.9,2.0,464(+6),[東] 手塚貴久,202206020405
3,6,12,アルバスドラコ,牡3,56.0,福永祐一,2:15.2,2.1/2,4.9,3.0,478(0),[東] 堀宣行,202206020405
4,4,8,ニジイロノコマ,牝3,54.0,嶋田純次,2:15.3,1,51.0,7.0,478(-2),[東] 大竹正博,202206020405
5,1,2,ポッドヴァイン,牡3,56.0,石川裕紀,2:15.3,ハナ,13.0,5.0,414(-2),[東] 小野次郎,202206020405
6,2,4,タフトテソーロ,牡3,53.0,原優介,2:15.4,1/2,144.2,9.0,462(-4),[東] 高木登,202206020405
7,3,5,マリノフォルテシモ,牝3,54.0,丸田恭介,2:15.6,1.1/4,94.1,8.0,498(0),[東] 松永康利,202206020405
8,7,13,フミローグ,セ3,53.0,西塚洸二,2:17.0,8,155.4,10.0,448(-8),[東] 鹿戸雄一,202206020405
9,5,10,メノーグラジオラス,牡3,56.0,吉田豊,2:17.1,1/2,176.6,11.0,482(-6),[東] 戸田博文,202206020405
10,6,11,サリヴァン,牝3,54.0,丹内祐次,2:17.1,アタマ,535.1,15.0,440(-2),[東] 小野次郎,202206020405
11,2,3,パンパシフィック,牡3,56.0,菅原明良,2:17.3,1.1/4,33.4,6.0,514(0),[東] 尾関知人,202206020405
12,8,16,レラアシリ,牡3,56.0,内田博幸,2:17.4,1/2,494.6,14.0,452(+2),[東] 高橋文雅,202206020405
13,1,1,ルールオブルーラー,牡3,56.0,Ｍ．デム,2:17.5,3/4,8.3,4.0,552(-4),[東] 久保田貴,202206020405
14,7,14,ガリンシャ,牡3,53.0,佐々木大,2:17.5,アタマ,324.8,13.0,434(-2),[東] 菊川正達,202206020405
15,8,15,プレヴィア,牡3,56.0,三浦皇成,2:17.9,2.1/2,218.3,12.0,484(0),[東] 奥村武,202206020405
16,5,9,ポンテビアンカ,牝3,54.0,原田和真,2:18.7,5,588.9,16.0,460(-8),[東] 伊藤伸一,202206020405
1,8,10,アバンチュリエ,牡3,56.0,横山武史,1:35.5,,2.4,1.0,466(+2),[東] 大竹正博,202206020406
2,5,5,ソウテン,牡3,56.0,福永祐一,1:35.6,1/2,3.7,3.0,496(-4),[東] 加藤征弘,202206020406
3,7,8,ダイバリオン,牡3,56.0,北村宏司,1:35.6,アタマ,3.6,2.0,454(0),[東] 池上昌和,202206020406
4,3,3,トーセンサンダー,牡3,56.0,丹内祐次,1:36.0,2.1/2,23.4,6.0,478(+2),[東] 杉浦宏昭,202206020406
5,1,1,セプテンベル,牝3,54.0,大野拓弥,1:36.1,1/2,226.7,10.0,424(-8),[東] 武井亮,202206020406
6,7,7,ドラゴンゴクウ,牡3,56.0,丸山元気,1:36.1,クビ,110.4,9.0,472(+4),[東] 根本康広,202206020406
7,4,4,イエヴァンポルッカ,牡3,56.0,戸崎圭太,1:36.2,クビ,7.7,4.0,486(+16),[東] 伊藤圭三,202206020406
8,2,2,コウキ,牡3,56.0,柴田大知,1:36.2,ハナ,58.2,7.0,478(+4),[東] 上原博之,202206020406
9,6,6,テラフォーミング,牡3,56.0,石川裕紀,1:36.3,1/2,13.0,5.0,468(-4),[東] 相沢郁,202206020406
10,8,9,アラクレ,牝3,54.0,菅原明良,1:36.9,4,93.9,8.0,430(0),[東] 清水英克,202206020406
1,1,1,トーセンインパルス,牡4,57.0,福永祐一,1:55.3,,4.2,2.0,496(-2),[東] 池上昌和,202206020407
2,8,15,アイアムイチリュウ,牡5,57.0,田辺裕信,1:55.3,クビ,5.5,3.0,518(+14),[東] 奥平雅士,202206020407
3,7,14,チュウワジョーダン,セ5,57.0,伊藤工真,1:55.7,2.1/2,3.6,1.0,448(-4),[東] 林徹,202206020407
4,8,16,ビヨンドザシーン,牡4,57.0,杉原誠人,1:56.0,1.1/2,15.4,6.0,456(-4),[東] 斎藤誠,202206020407
5,3,6,アシタガアルサ,牡4,57.0,江田照男,1:57.3,8,8.6,5.0,450(-6),[東] 小笠倫弘,202206020407
6,2,3,ナンヨーヴィヨレ,牡4,57.0,内田博幸,1:57.3,クビ,18.8,7.0,464(0),[東] 宗像義忠,202206020407
7,6,11,ポンフー,牡4,57.0,丹内祐次,1:57.3,ハナ,108.0,13.0,500(-2),[東] 浅野洋一,202206020407
8,5,10,グランディス,セ4,57.0,北村宏司,1:57.5,1.1/4,28.6,9.0,466(+16),[東] 高橋裕,202206020407
9,6,12,サクラカレント,牝4,55.0,石川裕紀,1:57.8,1.3/4,51.0,11.0,482(-2),[東] 金成貴史,202206020407
10,7,13,イントゥザワールド,牡4,57.0,菊沢一樹,1:58.1,1.1/2,75.3,12.0,450(0),[東] 高橋文雅,202206020407
11,4,8,ワイドモーゼ,牡4,56.0,秋山稔樹,1:58.6,3,20.7,8.0,488(+4),[東] 武井亮,202206020407
12,2,4,アルジェンタータ,牝6,52.0,小林脩斗,1:59.4,5,153.4,14.0,434(+4),[東] 本間忍,202206020407
13,4,7,アイファーラクーン,牝4,53.0,藤田菜七,1:59.6,1.1/4,174.5,15.0,426(-2),[東] 根本康広,202206020407
14,5,9,ハイオプターレ,牡4,57.0,菅原明良,1:59.9,2,50.2,10.0,534(+8),[東] 高木登,202206020407
15,3,5,スマッシュパワー,牡5,54.0,水沼元輝,2:00.2,1.3/4,320.4,16.0,442(+2),[東] 加藤和宏,202206020407
16,1,2,ホウオウサンデー,牡4,57.0,横山武史,2:00.5,1.1/2,6.2,4.0,464(+4),[東] 奥村武,202206020407
1,3,3,ガンダルフ,牡4,57.0,横山武史,1:33.4,,2.1,1.0,494(-6),[東] 国枝栄,202206020408
2,6,6,イズンシーラブリー,牝4,55.0,福永祐一,1:33.9,3,2.5,2.0,424(+2),[東] 加藤征弘,202206020408
3,7,8,ワンスカイ,牡5,57.0,石川裕紀,1:34.1,1.1/2,13.2,5.0,516(+16),[東] 斎藤誠,202206020408
4,8,10,ユキノファラオ,牡4,57.0,田辺裕信,1:34.2,クビ,6.5,3.0,482(-4),[東] 石毛善彦,202206020408
5,8,9,アラビアンナイト,牝4,55.0,丸山元気,1:34.2,クビ,27.0,6.0,446(+2),[東] 田村康仁,202206020408
6,2,2,セイウンパワフル,牡5,54.0,横山琉人,1:34.4,1,42.3,7.0,474(-2),[東] 斎藤誠,202206020408
7,5,5,イルヴェントデーア,牝6,55.0,Ｍ．デム,1:34.6,1.1/4,12.3,4.0,466(0),[東] 金成貴史,202206020408
8,1,1,ミモザイエロー,牝6,55.0,嶋田純次,1:34.8,1.1/4,73.2,8.0,476(-2),[東] 戸田博文,202206020408
9,4,4,コスモヨハネ,牡10,57.0,柴田大知,1:34.9,3/4,282.4,10.0,490(-2),[東] 高橋裕,202206020408
10,7,7,ヴィクトワールメイ,牝6,55.0,丸田恭介,1:36.8,大,229.2,9.0,456(+2),[東] 萱野浩二,202206020408
1,7,14,キングオブドラゴン,牡5,57.0,田辺裕信,2:12.4,,18.7,6.0,508(+6),[西] 矢作芳人,202206020409
2,1,1,エドノフェリーチェ,牝5,55.0,Ｍ．デム,2:12.5,クビ,15.0,5.0,466(+2),[東] 相沢郁,202206020409
3,7,13,スルーセブンシーズ,牝4,54.0,横山武史,2:12.5,アタマ,4.8,2.0,452(+22),[東] 尾関知人,202206020409
4,4,8,アルビージャ,牡4,56.0,戸崎圭太,2:12.5,クビ,8.5,4.0,512(-4),[東] 手塚貴久,202206020409
5,2,4,ワイドエンペラー,牡4,56.0,内田博幸,2:12.8,1.1/2,6.5,3.0,494(-2),[西] 藤岡健一,202206020409
6,5,9,ビッグリボン,牝4,54.0,川田将雅,2:12.9,1/2,2.0,1.0,496(0),[西] 中内田充,202206020409
7,3,6,サトノラディウス,セ6,57.0,三浦皇成,2:12.9,クビ,31.4,9.0,488(-8),[東] 国枝栄,202206020409
8,8,16,レヴェッツァ,牡4,56.0,福永祐一,2:13.0,クビ,22.6,7.0,490(0),[西] 斉藤崇史,202206020409
9,4,7,コーストライン,牝4,54.0,秋山稔樹,2:13.0,アタマ,168.3,13.0,464(0),[東] 上原博之,202206020409
10,6,11,ブレークアップ,牡4,56.0,武豊,2:13.1,1,23.9,8.0,496(+2),[東] 黒岩陽一,202206020409
11,5,10,レザネフォール,牡5,57.0,菅原明良,2:13.4,1.3/4,125.1,11.0,466(-6),[西] 池江泰寿,202206020409
12,8,15,ナリノモンターニュ,牡5,57.0,大野拓弥,2:13.9,3,228.7,14.0,514(0),[東] 上原博之,202206020409
13,3,5,ヤマニンマヒア,牡6,57.0,横山典弘,2:14.0,1/2,154.0,12.0,460(0),[西] 松永幹夫,202206020409
14,2,3,ニホンピロスクーロ,セ5,57.0,高倉稜,2:14.3,1.1/2,94.9,10.0,496(-8),[西] 服部利之,202206020409
15,6,12,エターナルヴィテス,牡6,57.0,田中勝春,2:14.6,2,284.9,15.0,482(-2),[東] 松山将樹,202206020409
16,1,2,ナンヨーイザヨイ,セ6,57.0,江田照男,2:15.1,2.1/2,305.1,16.0,492(0),[東] 杉浦宏昭,202206020409
1,3,3,バーデンヴァイラー,牡4,56.0,福永祐一,1:54.1,,1.6,1.0,510(+4),[西] 斉藤崇史,202206020410
2,8,14,サンダーブリッツ,牡5,56.0,田辺裕信,1:54.5,2.1/2,4.0,2.0,500(-4),[東] 久保田貴,202206020410
3,2,2,ロードリバーサル,牡6,56.0,川田将雅,1:54.8,1.3/4,24.3,7.0,500(-2),[西] 藤岡健一,202206020410
4,7,12,ダノンファスト,牡5,57.0,石橋脩,1:55.1,1.3/4,14.7,4.0,474(+2),[東] 菊沢隆徳,202206020410
5,5,8,タイガーインディ,牡5,56.0,田中勝春,1:55.3,1.1/4,20.2,6.0,456(-4),[西] 大橋勇樹,202206020410
6,4,5,トランスナショナル,セ6,56.0,武豊,1:55.3,クビ,25.8,8.0,482(-4),[東] 田村康仁,202206020410
7,6,10,エイコーン,牡7,56.0,高倉稜,1:55.4,1/2,13.8,3.0,462(-2),[西] 吉田直弘,202206020410
8,8,13,ドリュウ,牡7,56.0,大野拓弥,1:55.5,1/2,73.7,11.0,468(+4),[東] 土田稔,202206020410
9,1,1,ラストマン,牡5,56.0,菅原明良,1:55.7,1,57.0,9.0,482(+4),[東] 戸田博文,202206020410
10,4,6,ハギノアトラス,牡6,56.0,戸崎圭太,1:55.7,ハナ,17.7,5.0,504(+6),[西] 鮫島一歩,202206020410
11,5,7,ホウオウスクラム,牡7,56.0,内田博幸,1:56.0,1.3/4,133.8,13.0,540(+28),[東] 奥村武,202206020410
12,7,11,ヴィーダ,セ7,56.0,菊沢一樹,1:56.0,ハナ,76.4,12.0,456(-4),[東] 鈴木慎太,202206020410
13,3,4,マサハヤニース,牡7,56.0,森一馬,1:56.0,クビ,69.8,10.0,488(+8),[西] 今野貞一,202206020410
14,6,9,マイネルユキツバキ,牡7,59.0,柴田大知,1:56.0,アタマ,236.7,14.0,536(+2),[東] 高木登,202206020410
1,8,10,アスクビクターモア,牡3,56.0,田辺裕信,2:00.5,,6.7,3.0,474(-4),[東] 田村康仁,202206020411
2,6,7,ドウデュース,牡3,56.0,武豊,2:00.5,クビ,2.2,1.0,504(+8),[西] 友道康夫,202206020411
3,6,6,ボーンディスウェイ,牡3,56.0,石橋脩,2:00.6,1/2,25.5,9.0,494(0),[東] 牧光二,202206020411
4,1,1,ジャスティンロック,牡3,56.0,川田将雅,2:00.7,1/2,8.6,4.0,498(+10),[西] 吉岡辰弥,202206020411
5,7,9,インダストリア,牡3,56.0,戸崎圭太,2:00.8,3/4,5.1,2.0,488(-6),[東] 宮田敬介,202206020411
6,3,3,リューベック,牡3,56.0,池添謙一,2:01.1,1.1/2,30.5,10.0,494(+4),[西] 須貝尚介,202206020411
7,8,11,ロジハービン,牡3,56.0,Ｍ．デム,2:01.1,アタマ,13.1,6.0,528(0),[東] 国枝栄,202206020411
8,4,4,アケルナルスター,牡3,56.0,菅原明良,2:01.1,クビ,67.3,11.0,456(+2),[東] 清水英克,202206020411
9,2,2,メイショウゲキリン,牡3,56.0,横山武史,2:01.1,ハナ,22.5,8.0,508(+2),[西] 池添兼雄,202206020411
10,5,5,マテンロウレオ,牡3,56.0,横山典弘,2:01.4,1.1/2,10.6,5.0,478(+2),[西] 昆貢,202206020411
11,7,8,ラーグルフ,牡3,56.0,丸田恭介,2:01.6,1,19.2,7.0,486(-10),[東] 宗像義忠,202206020411
1,6,12,スリーピート,牡5,57.0,池添謙一,1:12.0,,1.9,1.0,516(+4),[西] 上村洋行,202206020412
2,4,8,ライフレッスンズ,牡5,54.0,横山琉人,1:12.3,1.3/4,33.9,10.0,506(+4),[東] 国枝栄,202206020412
